70.262,16.915
70.145,16.837
70.282,16.876
70.285,16.972
69.857,17.316
69.446,17.626
69.198,17.909
69.716,17.395
70.387,16.776
70.917,16.301
70.921,16.270
70.638,16.470
70.505,16.536
69.874,16.505
69.374,16.680
69.514,16.620
69.785,16.595
70.313,16.639
70.526,16.575
70.806,16.215
71.278,15.936
71.213,16.108
71.190,16.164
70.675,16.230
70.604,16.080
70.773,15.680
71.212,15.420
71.115,15.309
71.256,15.021
71.189,15.053
71.738,14.903
72.430,14.633
72.353,14.816
71.757,15.578
71.271,15.999
71.011,16.243
71.785,15.711
72.479,15.036
72.428,15.036
71.399,15.761
71.050,16.235
71.762,15.513
71.565,15.290
70.801,15.629
69.963,15.825
69.425,15.675
69.371,15.493
69.367,14.824
69.181,14.485
68.819,14.264
68.745,13.827
67.956,13.864
67.552,13.653
67.437,13.091
67.459,12.783
67.111,12.479
67.348,12.137
67.522,11.458
67.698,11.134
68.126,10.658
68.141,10.429
68.353,10.069
68.583,9.941
68.644,9.612
68.790,9.453
68.058,9.697
67.244,9.940
66.795,10.116
66.649,10.057
66.917,10.131
66.800,10.323
66.526,10.942
66.216,11.002
66.651,10.860
67.030,10.786
67.780,10.331
67.790,9.787
68.263,9.153
68.966,8.594
69.093,8.143
68.845,8.137
68.311,7.894
68.109,7.502
67.575,7.534
67.794,7.149
67.132,7.271
66.519,7.901
65.533,8.075
65.197,8.720
64.980,8.994
64.323,9.591
63.624,10.453
63.190,11.196
63.573,11.524
64.040,11.937
64.508,12.168
64.883,11.993
65.458,11.940
65.984,11.450
66.377,11.035
66.776,10.517
67.283,10.069
67.776,9.546
68.005,9.315
67.807,9.636
67.589,8.836
67.896,8.743
66.847,9.857
66.067,10.723
64.594,11.655
63.780,11.460
64.345,10.850
65.274,9.899
65.495,9.235
65.906,8.438
66.285,7.477
66.457,6.954
66.320,6.587
65.552,6.438
65.447,5.861
65.745,4.992
66.097,4.616
66.309,4.328
66.075,4.201
66.113,4.035
65.905,3.879
65.614,3.644
66.030,3.688
66.289,3.532
66.166,3.578
65.596,3.655
65.726,3.907
66.685,3.835
67.361,4.119
66.710,4.953
66.161,5.883
64.227,6.820
64.110,7.476
64.250,7.788
63.079,8.551
61.623,9.283
60.909,9.742
60.458,9.889
60.606,9.898
61.418,8.971
62.718,7.464
63.532,6.617
64.528,5.485
64.760,5.110
64.585,4.577
64.408,3.800
64.147,3.506
64.161,3.334
64.323,3.064
64.151,3.020
63.631,2.806
63.024,2.910
62.524,3.194
62.409,3.482
62.705,3.618
62.965,4.402
61.551,5.894
60.807,6.742
60.902,7.516
61.287,7.744
62.168,7.506
63.114,7.232
62.844,7.240
63.027,7.448
62.502,7.612
62.147,7.743
62.442,7.569
62.875,7.305
63.049,7.196
62.339,7.327
60.971,7.622
60.655,7.734
60.430,8.043
60.710,7.852
60.695,7.636
60.751,7.012
60.856,7.072
60.027,7.223
59.819,7.166
60.033,7.256
60.701,6.823
61.159,7.073
62.068,7.401
61.845,8.024
61.740,9.358
61.974,9.203
62.127,9.519
62.453,9.435
63.122,9.372
63.887,9.487
64.165,9.970
64.108,10.398
64.568,10.576
64.823,10.769
65.891,10.880
67.021,10.554
68.143,10.309
69.168,10.110
69.118,9.849
69.138,10.318
69.266,10.368
69.827,10.474
70.761,10.048
71.357,9.984
72.432,9.704
72.624,9.977
73.183,9.955
73.306,9.925
73.174,10.579
72.829,10.855
72.715,11.401
73.011,11.558
73.262,11.592
73.498,11.926
73.393,12.136
73.278,12.212
73.120,12.548
72.965,12.919
72.723,13.315
72.030,13.905
71.816,13.839
71.560,13.593
71.408,13.763
71.520,13.444
